date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2025-02-26 07:00:00+00:00,9.737,57.0,1.6213337,7.147032,0.0,0.0,0.0,0.0,2.0,1027.6,1024.874,19.0,4.0,12.0,6.0,0.15443386,0.51974213,5.00128,24.57511,30.256361,31.827414,15.84,,,,,,,,
2025-02-26 08:00:00+00:00,12.837001,46.0,1.4941695,9.580613,0.0,0.0,0.0,0.0,2.0,1027.2,1024.5046,33.0,9.0,25.0,7.0,0.27660984,0.80137384,9.422101,24.66197,46.54811,33.6901,24.48,,,,,,,,
2025-02-26 09:00:00+00:00,15.187,37.0,0.5849724,12.100777,0.0,0.0,0.0,0.0,2.0,1026.7,1024.0281,48.0,13.0,37.0,9.0,0.38536265,1.0886881,13.004922,24.162947,48.366554,33.453342,33.12,,,,,,,,
2025-02-26 10:00:00+00:00,16.237,34.0,0.34441093,13.251699,0.0,0.0,0.0,0.0,3.0,1025.9,1023.23987,65.0,19.0,58.0,6.0,0.43372557,1.2197146,14.264361,21.924562,47.045418,29.511406,33.48,,,,,,,,
2025-02-26 11:00:00+00:00,16.536999,33.0,0.1957182,13.362522,0.0,0.0,0.0,0.0,3.0,1025.0,1022.3447,83.0,26.0,79.0,3.0,0.4281188,1.262044,14.255272,19.386593,44.999897,21.801476,33.48,,,,,,,,
2025-02-26 12:00:00+00:00,16.637,33.0,0.2835224,13.007683,0.0,0.0,0.0,0.0,3.0,1024.3,1021.6476,100.0,32.0,100.0,0.0,0.38554436,1.2700818,13.755579,18.59845,42.878906,14.574262,33.839996,,,,,,,,
2025-02-26 13:00:00+00:00,16.587,33.0,0.23962305,12.603252,0.0,0.0,0.0,0.0,3.0,1024.0,1021.34796,96.0,21.0,96.0,0.0,0.31493363,1.2660573,13.004922,20.12461,41.63345,10.304792,32.039997,,,,,,,,
2025-02-26 14:00:00+00:00,16.237,33.0,-0.06771543,12.3881035,0.0,0.0,0.0,0.0,3.0,1024.0,1021.3448,91.0,11.0,91.0,0.0,0.22976293,1.2381988,11.753876,22.91026,40.030197,8.130019,30.239998,,,,,,,,
2025-02-26 15:00:00+00:00,15.787001,34.0,-0.052155964,12.121332,0.0,0.0,0.0,0.0,3.0,1024.1,1021.44025,87.0,0.0,87.0,0.0,0.15084575,1.1852106,10.514218,25.567604,38.047092,9.727519,28.44,,,,,,,,
2025-02-26 16:00:00+00:00,15.237,36.0,0.25029168,11.869951,0.0,0.0,0.0,0.0,3.0,1024.4,1021.73444,86.0,13.0,83.0,0.0,0.084619075,1.1095256,8.78872,28.241077,34.9921,17.049126,23.039999,,,,,,,,
2025-02-26 17:00:00+00:00,14.587001,38.0,0.41929558,11.609951,0.0,0.0,0.0,0.0,3.0,1024.9,1022.22705,85.0,25.0,78.0,0.0,0.04348223,1.0308356,6.297428,31.404713,30.963696,25.096222,18.0,,,,,,,,
2025-02-26 18:00:00+00:00,13.837001,42.0,1.1345232,11.142606,0.0,0.0,0.0,0.0,3.0,1025.3,1022.61896,84.0,38.0,74.0,0.0,0.029767847,0.9186616,5.154415,33.1845,24.775122,28.511152,12.599999,,,,,,,,
2025-02-26 19:00:00+00:00,12.987,47.0,1.9320853,10.399506,0.0,0.0,0.0,0.0,2.0,1025.7,1023.0102,77.0,25.0,71.0,0.0,0.026104169,0.79427874,5.3517847,31.25372,19.653913,24.498568,14.04,,,,,,,,
2025-02-26 20:00:00+00:00,12.037001,52.0,2.47664,9.446576,0.0,0.0,0.0,0.0,2.0,1026.0,1023.3004,71.0,13.0,67.0,0.0,0.025137734,0.67591226,6.0347,28.137632,17.354122,16.348253,15.119999,,,,,,,,
2025-02-26 21:00:00+00:00,11.137,58.0,3.178538,8.639298,0.0,0.0,0.0,0.0,2.0,1026.2,1023.4912,64.0,0.0,64.0,0.0,0.0202664,0.5572946,6.28713,25.86494,13.240531,8.806714,16.56,,,,,,,,
